CONTRACT,SPY PRICE,EXPIRE_DATE,DTE,C_DELTA,C_GAMMA,C_VEGA,C_THETA,C_RHO,C_IV,C_VOLUME,C_LAST,STRIKE,STRIKE_DISTANCE_PCT,STRIKE DISTANCE,PRICEOPEN,PRICECLOSE,ROI %,INFLATION%,y,VIX PRICE
470.0 2022-01-21,451.81,1/21/2022,2.0,0.01242,0.00413,0.01265,-0.03046,0.00046,0.20357,32350,0.04,470,0.04,18.19,1.61,0.04,-97.51552795,0.5,0.0,23.99
471.0 2022-01-21,451.81,1/21/2022,2.0,0.00933,0.00313,0.00971,-0.02231,0.00063,0.20331,5256,0.03,471,0.042,19.19,1.26,0.03,-97.61904762,0.5,0.0,23.99
472.0 2022-01-21,451.81,1/21/2022,2.0,0.00907,0.00293,0.0093,-0.0217,0.00058,0.2127,3585,0.03,472,0.045,20.19,0.97,0.03,-96.90721649,0.5,0.0,23.99
473.0 2022-01-21,451.81,1/21/2022,2.0,0.00839,0.00266,0.00902,-0.02219,0.0007,0.22148,1127,0.02,473,0.047,21.19,0.75,0.02,-97.33333333,0.5,0.0,23.99
474.0 2022-01-21,451.81,1/21/2022,2.0,0.00809,0.0025,0.00862,-0.02217,0.0005,0.23069,3395,0.02,474,0.049,22.19,0.56,0.02,-96.42857143,0.5,0.0,23.99
475.0 2022-01-21,451.81,1/21/2022,2.0,0.00528,0.0017,0.00617,-0.01399,0.00022,0.22606,8371,0.02,475,0.051,23.19,0.42,0.02,-95.23809524,0.5,0.0,23.99
476.0 2022-01-21,451.81,1/21/2022,2.0,0.00485,0.00163,0.00541,-0.01329,0.0005,0.23392,830,0.02,476,0.054,24.19,0.3,0.02,-93.33333333,0.5,0.0,23.99
477.0 2022-01-21,451.81,1/21/2022,2.0,0.00457,0.00147,0.00561,-0.01378,-0.00025,0.24247,959,0.02,477,0.056,25.19,0.23,0.02,-91.30434783,0.5,0.0,23.99
478.0 2022-01-21,451.81,1/21/2022,2.0,0.00516,0.00138,0.00523,-0.01388,0.00051,0.25019,10856,0.01,478,0.058,26.19,0.16,0.01,-93.75,0.5,0.0,23.99
479.0 2022-01-21,451.81,1/21/2022,2.0,0.00496,0.00134,0.00506,-0.01332,-0.00014,0.25844,156,0.01,479,0.06,27.19,0.12,0.01,-91.66666667,0.5,0.0,23.99
462.0 2022-01-21,453.67,1/21/2022,1.27,0.08642,0.02365,0.05343,-0.20328,0.00239,0.19967,1,0.26,462,0.018,8.33,6.0,0.28,-95.33333333,0.5,0.0,22.94
463.0 2022-01-21,453.67,1/21/2022,1.27,0.06698,0.01921,0.0432,-0.15762,0.00206,0.20117,2,0.2,463,0.021,9.33,5.31,0.2,-96.23352166,0.5,0.0,22.94
464.0 2022-01-21,453.67,1/21/2022,1.27,0.04818,0.01513,0.03395,-0.11474,0.00078,0.19962,2,0.15,464,0.023,10.33,4.64,0.15,-96.76724138,0.5,0.0,22.94
465.0 2022-01-21,453.67,1/21/2022,1.27,0.03833,0.01222,0.02804,-0.09224,0.00055,0.2039,4,0.11,465,0.025,11.33,4.04,0.12,-97.02970297,0.5,0.0,22.94
466.0 2022-01-21,453.67,1/21/2022,1.27,0.029,0.00957,0.02236,-0.06793,0.00036,0.20412,21,0.08,466,0.027,12.33,3.48,0.08,-97.70114943,0.5,0.0,22.94
467.0 2022-01-21,453.67,1/21/2022,1.27,0.02111,0.00741,0.01713,-0.05122,0.00014,0.20636,21,0.07,467,0.029,13.33,2.93,0.07,-97.6109215,0.5,0.0,22.94
468.0 2022-01-21,453.67,1/21/2022,1.27,0.01742,0.00611,0.01473,-0.04238,0.0009,0.21254,7,0.05,468,0.032,14.33,2.44,0.06,-97.54098361,0.5,0.0,22.94
469.0 2022-01-21,453.67,1/21/2022,1.27,0.01359,0.00485,0.01243,-0.03381,-0.00015,0.21588,0,0.04,469,0.034,15.33,1.98,0.05,-97.47474747,0.5,0.0,22.94
470.0 2022-01-21,453.67,1/21/2022,1.27,0.01378,0.00449,0.0114,-0.03323,0.00045,0.22762,55,0.04,470,0.036,16.33,1.61,0.04,-97.51552795,0.5,0.0,22.94
471.0 2022-01-21,453.67,1/21/2022,1.27,0.0093,0.00336,0.00854,-0.02398,0.00046,0.22736,5,0.03,471,0.038,17.33,1.26,0.03,-97.61904762,0.5,0.0,22.94
472.0 2022-01-21,453.67,1/21/2022,1.27,0.00971,0.00313,0.00881,-0.02431,-0.00011,0.238,4,0.03,472,0.04,18.33,0.97,0.03,-96.90721649,0.5,0.0,22.94
473.0 2022-01-21,453.67,1/21/2022,1.27,0.00859,0.00289,0.00848,-0.02419,0.00045,0.24856,10,0.02,473,0.043,19.33,0.75,0.02,-97.33333333,0.5,0.0,22.94
474.0 2022-01-21,453.67,1/21/2022,1.27,0.00619,0.00198,0.00562,-0.01472,0.00025,0.24479,1,0.02,474,0.045,20.33,0.56,0.02,-96.42857143,0.5,0.0,22.94
475.0 2022-01-21,453.67,1/21/2022,1.27,0.0059,0.00186,0.00573,-0.01497,-0.00012,0.25479,15,0.02,475,0.047,21.33,0.42,0.02,-95.23809524,0.5,0.0,22.94
476.0 2022-01-21,453.67,1/21/2022,1.27,0.00569,0.00177,0.00522,-0.01485,0.00013,0.26456,5,0.02,476,0.049,22.33,0.3,0.02,-93.33333333,0.5,0.0,22.94
477.0 2022-01-21,453.67,1/21/2022,1.27,0.00488,0.00166,0.00527,-0.01486,0.00044,0.27445,1,0.01,477,0.051,23.33,0.23,0.02,-91.30434783,0.5,0.0,22.94
478.0 2022-01-21,453.67,1/21/2022,1.27,0.00474,0.00157,0.00468,-0.01495,0.0002,0.28399,1,0.01,478,0.054,24.33,0.16,0.01,-93.75,0.5,0.0,22.94
479.0 2022-01-21,453.67,1/21/2022,1.27,0.00438,0.00139,0.00484,-0.01414,0.00057,0.29302,7,0.02,479,0.056,25.33,0.12,0.01,-91.66666667,0.5,0.0,22.94
462.0 2022-01-21,456.71,1/21/2022,1.25,0.17816,0.04009,0.08801,-0.38106,0.00424,0.19617,4682,0.64,462,0.012,5.29,6.0,0.28,-95.33333333,0.5,0.0,22.2
463.0 2022-01-21,456.71,1/21/2022,1.25,0.13748,0.03423,0.07349,-0.29957,0.00323,0.19228,1735,0.44,463,0.014,6.29,5.31,0.2,-96.23352166,0.5,0.0,22.2
464.0 2022-01-21,456.71,1/21/2022,1.25,0.10287,0.02827,0.06075,-0.22852,0.0028,0.18984,4160,0.32,464,0.016,7.29,4.64,0.15,-96.76724138,0.5,0.0,22.2
465.0 2022-01-21,456.71,1/21/2022,1.25,0.07619,0.02274,0.04817,-0.17051,0.00165,0.18879,3548,0.22,465,0.018,8.29,4.04,0.12,-97.02970297,0.5,0.0,22.2
466.0 2022-01-21,456.71,1/21/2022,1.25,0.05489,0.01773,0.03744,-0.12263,0.00164,0.1866,1004,0.16,466,0.02,9.29,3.48,0.08,-97.70114943,0.5,0.0,22.2
467.0 2022-01-21,456.71,1/21/2022,1.25,0.04068,0.01393,0.03028,-0.09202,0.00119,0.18928,1218,0.11,467,0.023,10.29,2.93,0.07,-97.6109215,0.5,0.0,22.2
468.0 2022-01-21,456.71,1/21/2022,1.25,0.0305,0.01071,0.02283,-0.0673,0.00075,0.19031,500,0.08,468,0.025,11.29,2.44,0.06,-97.54098361,0.5,0.0,22.2
469.0 2022-01-21,456.71,1/21/2022,1.25,0.02262,0.00835,0.0188,-0.05074,0.00087,0.19331,412,0.05,469,0.027,12.29,1.98,0.05,-97.47474747,0.5,0.0,22.2
470.0 2022-01-21,456.71,1/21/2022,1.25,0.01566,0.00597,0.01274,-0.03393,0.00012,0.19299,2289,0.04,470,0.029,13.29,1.61,0.04,-97.51552795,0.5,0.0,22.2
471.0 2022-01-21,456.71,1/21/2022,1.25,0.01124,0.00446,0.01011,-0.02415,-6e-05,0.19475,96,0.02,471,0.031,14.29,1.26,0.03,-97.61904762,0.5,0.0,22.2
472.0 2022-01-21,456.71,1/21/2022,1.25,0.01021,0.00407,0.00959,-0.02425,0.00016,0.20513,37,0.02,472,0.033,15.29,0.97,0.03,-96.90721649,0.5,0.0,22.2
473.0 2022-01-21,456.71,1/21/2022,1.25,0.00638,0.00281,0.00644,-0.01485,-0.00029,0.20272,115,0.02,473,0.036,16.29,0.75,0.02,-97.33333333,0.5,0.0,22.2
474.0 2022-01-21,456.71,1/21/2022,1.25,0.00645,0.00253,0.00584,-0.0148,0.00022,0.21326,115,0.02,474,0.038,17.29,0.56,0.02,-96.42857143,0.5,0.0,22.2
475.0 2022-01-21,456.71,1/21/2022,1.25,0.00637,0.0023,0.00576,-0.01464,0.00056,0.22312,225,0.01,475,0.04,18.29,0.42,0.02,-95.23809524,0.5,0.0,22.2
476.0 2022-01-21,456.71,1/21/2022,1.25,0.00576,0.0021,0.00541,-0.01483,0.0003,0.23349,15,0.02,476,0.042,19.29,0.3,0.02,-93.33333333,0.5,0.0,22.2
477.0 2022-01-21,456.71,1/21/2022,1.25,0.00384,0.00156,0.00372,-0.00985,-4e-05,0.2336,25,0.01,477,0.044,20.29,0.23,0.02,-91.30434783,0.5,0.0,22.2
478.0 2022-01-21,456.71,1/21/2022,1.25,0.00561,0.00186,0.00584,-0.01463,0.00035,0.25341,40,0.01,478,0.047,21.29,0.16,0.01,-93.75,0.5,0.0,22.2
479.0 2022-01-21,456.71,1/21/2022,1.25,0.00492,0.00168,0.00535,-0.01443,0.0003,0.26361,11,0.01,479,0.049,22.29,0.12,0.01,-91.66666667,0.5,0.0,22.2
462.0 2022-01-21,456.46,1/21/2022,1.23,0.16088,0.03848,0.08183,-0.34275,0.00324,0.19156,10825,0.54,462,0.012,5.54,6.0,0.28,-95.33333333,0.5,0.0,22.13
463.0 2022-01-21,456.46,1/21/2022,1.23,0.11991,0.03225,0.06639,-0.25932,0.00259,0.18747,2656,0.37,463,0.014,6.54,5.31,0.2,-96.23352166,0.5,0.0,22.13
464.0 2022-01-21,456.46,1/21/2022,1.23,0.08771,0.02591,0.0534,-0.18956,0.00199,0.18414,8491,0.25,464,0.017,7.54,4.64,0.15,-96.76724138,0.5,0.0,22.13
465.0 2022-01-21,456.46,1/21/2022,1.23,0.06332,0.02029,0.04142,-0.13676,0.00148,0.18294,5165,0.16,465,0.019,8.54,4.04,0.12,-97.02970297,0.5,0.0,22.13
466.0 2022-01-21,456.46,1/21/2022,1.23,0.04457,0.01554,0.03194,-0.09607,0.00094,0.18213,2421,0.11,466,0.021,9.54,3.48,0.08,-97.70114943,0.5,0.0,22.13
467.0 2022-01-21,456.46,1/21/2022,1.23,0.03217,0.01174,0.02418,-0.06779,0.0004,0.18272,1619,0.08,467,0.023,10.54,2.93,0.07,-97.6109215,0.5,0.0,22.13
468.0 2022-01-21,456.46,1/21/2022,1.23,0.02342,0.00908,0.01867,-0.05106,0.00015,0.18512,869,0.05,468,0.025,11.54,2.44,0.06,-97.54098361,0.5,0.0,22.13
469.0 2022-01-21,456.46,1/21/2022,1.23,0.0164,0.00652,0.01348,-0.03392,0.00038,0.18513,507,0.03,469,0.027,12.54,1.98,0.05,-97.47474747,0.5,0.0,22.13
470.0 2022-01-21,456.46,1/21/2022,1.23,0.01138,0.00479,0.00985,-0.02355,-9e-05,0.18764,2799,0.03,470,0.03,13.54,1.61,0.04,-97.51552795,0.5,0.0,22.13
471.0 2022-01-21,456.46,1/21/2022,1.23,0.01087,0.00431,0.00953,-0.02405,0.00029,0.19858,176,0.02,471,0.032,14.54,1.26,0.03,-97.61904762,0.5,0.0,22.13
472.0 2022-01-21,456.46,1/21/2022,1.23,0.00719,0.00296,0.00677,-0.01478,-0.00013,0.19682,263,0.01,472,0.034,15.54,0.97,0.03,-96.90721649,0.5,0.0,22.13
473.0 2022-01-21,456.46,1/21/2022,1.23,0.00644,0.00268,0.00606,-0.01467,0.00049,0.20746,144,0.02,473,0.036,16.54,0.75,0.02,-97.33333333,0.5,0.0,22.13
474.0 2022-01-21,456.46,1/21/2022,1.23,0.00616,0.00248,0.00638,-0.01439,0.0002,0.2172,199,0.01,474,0.038,17.54,0.56,0.02,-96.42857143,0.5,0.0,22.13
475.0 2022-01-21,456.46,1/21/2022,1.23,0.00605,0.00232,0.0061,-0.01439,0.00058,0.22755,325,0.01,475,0.041,18.54,0.42,0.02,-95.23809524,0.5,0.0,22.13
476.0 2022-01-21,456.46,1/21/2022,1.23,0.00554,0.00207,0.00529,-0.01485,0.0001,0.23818,333,0.01,476,0.043,19.54,0.3,0.02,-93.33333333,0.5,0.0,22.13
477.0 2022-01-21,456.46,1/21/2022,1.23,0.00223,0.00101,0.0023,-0.00445,0.00045,0.22107,44,0.01,477,0.045,20.54,0.23,0.02,-91.30434783,0.5,0.0,22.13
478.0 2022-01-21,456.46,1/21/2022,1.23,0.00527,0.00183,0.00485,-0.01444,-7e-05,0.25773,60,0.01,478,0.047,21.54,0.16,0.01,-93.75,0.5,0.0,22.13
479.0 2022-01-21,456.46,1/21/2022,1.23,0.00578,0.00173,0.00471,-0.01486,5e-05,0.26733,159,0.01,479,0.049,22.54,0.12,0.01,-91.66666667,0.5,0.0,22.13
462.0 2022-01-21,458.07,1/21/2022,1.21,0.22806,0.04857,0.10036,-0.44587,0.00498,0.19049,14162,0.84,462,0.009,3.93,6.0,0.28,-95.33333333,0.5,0.0,21.94
463.0 2022-01-21,458.07,1/21/2022,1.21,0.17752,0.04246,0.08674,-0.36116,0.00389,0.18618,8675,0.59,463,0.011,4.93,5.31,0.2,-96.23352166,0.5,0.0,21.94
464.0 2022-01-21,458.07,1/21/2022,1.21,0.13353,0.03583,0.07239,-0.28013,0.00309,0.1818,9601,0.41,464,0.013,5.93,4.64,0.15,-96.76724138,0.5,0.0,21.94
465.0 2022-01-21,458.07,1/21/2022,1.21,0.09566,0.02894,0.05741,-0.20203,0.00226,0.17813,8473,0.27,465,0.015,6.93,4.04,0.12,-97.02970297,0.5,0.0,21.94
466.0 2022-01-21,458.07,1/21/2022,1.21,0.06842,0.0226,0.04443,-0.14345,0.00164,0.17629,6339,0.18,466,0.017,7.93,3.48,0.08,-97.70114943,0.5,0.0,21.94
467.0 2022-01-21,458.07,1/21/2022,1.21,0.04816,0.01709,0.03321,-0.09929,0.00163,0.17471,2716,0.11,467,0.019,8.93,2.93,0.07,-97.6109215,0.5,0.0,21.94
468.0 2022-01-21,458.07,1/21/2022,1.21,0.03299,0.01272,0.02524,-0.06784,0.00108,0.17431,1445,0.08,468,0.022,9.93,2.44,0.06,-97.54098361,0.5,0.0,21.94
469.0 2022-01-21,458.07,1/21/2022,1.21,0.02426,0.00976,0.01962,-0.05057,0.00072,0.17795,761,0.05,469,0.024,10.93,1.98,0.05,-97.47474747,0.5,0.0,21.94
470.0 2022-01-21,458.07,1/21/2022,1.21,0.01629,0.00698,0.01392,-0.03358,0.00062,0.1783,4272,0.03,470,0.026,11.93,1.61,0.04,-97.51552795,0.5,0.0,21.94
471.0 2022-01-21,458.07,1/21/2022,1.21,0.01154,0.00513,0.01018,-0.02338,-2e-05,0.18041,349,0.03,471,0.028,12.93,1.26,0.03,-97.61904762,0.5,0.0,21.94
472.0 2022-01-21,458.07,1/21/2022,1.21,0.01142,0.0046,0.01035,-0.02404,0.00053,0.19183,443,0.02,472,0.03,13.93,0.97,0.03,-96.90721649,0.5,0.0,21.94
473.0 2022-01-21,458.07,1/21/2022,1.21,0.007,0.00319,0.00681,-0.01472,0.00056,0.19121,257,0.01,473,0.033,14.93,0.75,0.02,-97.33333333,0.5,0.0,21.94
474.0 2022-01-21,458.07,1/21/2022,1.21,0.00726,0.0029,0.00604,-0.0149,0.00043,0.20155,217,0.01,474,0.035,15.93,0.56,0.02,-96.42857143,0.5,0.0,21.94
475.0 2022-01-21,458.07,1/21/2022,1.21,0.00616,0.00259,0.00581,-0.01471,0.00018,0.21102,401,0.01,475,0.037,16.93,0.42,0.02,-95.23809524,0.5,0.0,21.94
476.0 2022-01-21,458.07,1/21/2022,1.21,0.0066,0.00242,0.00647,-0.01472,0.00032,0.22162,337,0.01,476,0.039,17.93,0.3,0.02,-93.33333333,0.5,0.0,21.94
477.0 2022-01-21,458.07,1/21/2022,1.21,0.00229,0.0011,0.00255,-0.00492,-0.00014,0.20681,171,0.01,477,0.041,18.93,0.23,0.02,-91.30434783,0.5,0.0,21.94
478.0 2022-01-21,458.07,1/21/2022,1.21,0.0057,0.00209,0.00595,-0.01442,0.00061,0.24232,86,0.01,478,0.044,19.93,0.16,0.01,-93.75,0.5,0.0,21.94
479.0 2022-01-21,458.07,1/21/2022,1.21,0.00238,0.00095,0.00194,-0.00504,5e-05,0.22528,206,0.01,479,0.046,20.93,0.12,0.01,-91.66666667,0.5,0.0,21.94
462.0 2022-01-21,457.99,1/21/2022,1.19,0.21919,0.04861,0.09746,-0.42785,0.00436,0.18642,18871,0.77,462,0.009,4.01,6.0,0.28,-95.33333333,0.5,0.0,21.91
463.0 2022-01-21,457.99,1/21/2022,1.19,0.16686,0.04215,0.08313,-0.3365,0.00401,0.18113,11097,0.54,463,0.011,5.01,5.31,0.2,-96.23352166,0.5,0.0,21.91
464.0 2022-01-21,457.99,1/21/2022,1.19,0.12366,0.03497,0.06769,-0.25366,0.00307,0.17748,10702,0.36,464,0.013,6.01,4.64,0.15,-96.76724138,0.5,0.0,21.91
465.0 2022-01-21,457.99,1/21/2022,1.19,0.08844,0.02785,0.05319,-0.18409,0.00158,0.17487,11842,0.24,465,0.015,7.01,4.04,0.12,-97.02970297,0.5,0.0,21.91
466.0 2022-01-21,457.99,1/21/2022,1.19,0.0602,0.0211,0.03935,-0.12191,0.00125,0.17047,7275,0.15,466,0.017,8.01,3.48,0.08,-97.70114943,0.5,0.0,21.91
467.0 2022-01-21,457.99,1/21/2022,1.19,0.04166,0.0158,0.02951,-0.08398,0.00088,0.17044,3663,0.09,467,0.02,9.01,2.93,0.07,-97.6109215,0.5,0.0,21.91
468.0 2022-01-21,457.99,1/21/2022,1.19,0.02948,0.01179,0.02262,-0.05962,0.00043,0.17214,1896,0.07,468,0.022,10.01,2.44,0.06,-97.54098361,0.5,0.0,21.91
469.0 2022-01-21,457.99,1/21/2022,1.19,0.02067,0.00877,0.01701,-0.04256,0.00042,0.17442,1033,0.05,469,0.024,11.01,1.98,0.05,-97.47474747,0.5,0.0,21.91
470.0 2022-01-21,457.99,1/21/2022,1.19,0.01287,0.00574,0.01094,-0.02403,0.00053,0.17182,4597,0.03,470,0.026,12.01,1.61,0.04,-97.51552795,0.5,0.0,21.91
471.0 2022-01-21,457.99,1/21/2022,1.19,0.01219,0.00516,0.01032,-0.02421,-1e-05,0.18296,642,0.03,471,0.028,13.01,1.26,0.03,-97.61904762,0.5,0.0,21.91
472.0 2022-01-21,457.99,1/21/2022,1.19,0.00737,0.00345,0.00732,-0.01437,0.00041,0.18237,887,0.01,472,0.031,14.01,0.97,0.03,-96.90721649,0.5,0.0,21.91
473.0 2022-01-21,457.99,1/21/2022,1.19,0.00768,0.00309,0.00648,-0.01489,-6e-05,0.19238,270,0.01,473,0.033,15.01,0.75,0.02,-97.33333333,0.5,0.0,21.91
474.0 2022-01-21,457.99,1/21/2022,1.19,0.00709,0.00286,0.00672,-0.01446,0.00044,0.20344,292,0.01,474,0.035,16.01,0.56,0.02,-96.42857143,0.5,0.0,21.91
475.0 2022-01-21,457.99,1/21/2022,1.19,0.00664,0.00259,0.00605,-0.01492,-0.0001,0.21358,625,0.02,475,0.037,17.01,0.42,0.02,-95.23809524,0.5,0.0,21.91
476.0 2022-01-21,457.99,1/21/2022,1.19,0.00612,0.00241,0.00637,-0.01471,0.00038,0.22399,387,0.01,476,0.039,18.01,0.3,0.02,-93.33333333,0.5,0.0,21.91
477.0 2022-01-21,457.99,1/21/2022,1.19,0.00252,0.00113,0.0025,-0.00516,0.00025,0.20904,185,0.01,477,0.042,19.01,0.23,0.02,-91.30434783,0.5,0.0,21.91
478.0 2022-01-21,457.99,1/21/2022,1.19,0.00274,0.00105,0.00247,-0.00545,0.00038,0.21814,87,0.01,478,0.044,20.01,0.16,0.01,-93.75,0.5,0.0,21.91
479.0 2022-01-21,457.99,1/21/2022,1.19,0.00213,0.0009,0.00247,-0.00535,0.00051,0.22768,208,0.01,479,0.046,21.01,0.12,0.01,-91.66666667,0.5,0.0,21.91
462.0 2022-01-21,457.51,1/21/2022,1.17,0.18597,0.046,0.08831,-0.36587,0.00385,0.17998,20720,0.59,462,0.01,4.49,6.0,0.28,-95.33333333,0.5,0.0,21.97
463.0 2022-01-21,457.51,1/21/2022,1.17,0.13657,0.0386,0.07197,-0.27517,0.0028,0.17455,12095,0.4,463,0.012,5.49,5.31,0.2,-96.23352166,0.5,0.0,21.97
464.0 2022-01-21,457.51,1/21/2022,1.17,0.09756,0.03086,0.05691,-0.19686,0.00212,0.17062,12027,0.25,464,0.014,6.49,4.64,0.15,-96.76724138,0.5,0.0,21.97
465.0 2022-01-21,457.51,1/21/2022,1.17,0.06819,0.0238,0.04314,-0.13654,0.00194,0.16838,13071,0.16,465,0.016,7.49,4.04,0.12,-97.02970297,0.5,0.0,21.97
466.0 2022-01-21,457.51,1/21/2022,1.17,0.04689,0.0177,0.03242,-0.09234,0.00136,0.16788,12697,0.1,466,0.019,8.49,3.48,0.08,-97.70114943,0.5,0.0,21.97
467.0 2022-01-21,457.51,1/21/2022,1.17,0.03049,0.01267,0.02309,-0.05993,0.00027,0.16681,9383,0.08,467,0.021,9.49,2.93,0.07,-97.6109215,0.5,0.0,21.97
468.0 2022-01-21,457.51,1/21/2022,1.17,0.02136,0.00939,0.01713,-0.04191,0.00099,0.16949,2637,0.04,468,0.023,10.49,2.44,0.06,-97.54098361,0.5,0.0,21.97
469.0 2022-01-21,457.51,1/21/2022,1.17,0.01738,0.00735,0.01443,-0.03355,0.00029,0.17458,1244,0.04,469,0.025,11.49,1.98,0.05,-97.47474747,0.5,0.0,21.97
470.0 2022-01-21,457.51,1/21/2022,1.17,0.01235,0.00541,0.01052,-0.02411,0.0004,0.17776,4966,0.03,470,0.027,12.49,1.61,0.04,-97.51552795,0.5,0.0,21.97
471.0 2022-01-21,457.51,1/21/2022,1.17,0.00762,0.00362,0.00683,-0.01513,-3e-05,0.17721,677,0.02,471,0.029,13.49,1.26,0.03,-97.61904762,0.5,0.0,21.97
472.0 2022-01-21,457.51,1/21/2022,1.17,0.00751,0.00326,0.00693,-0.01465,1e-05,0.18824,901,0.01,472,0.032,14.49,0.97,0.03,-96.90721649,0.5,0.0,21.97
473.0 2022-01-21,457.51,1/21/2022,1.17,0.00695,0.00302,0.00658,-0.01422,0.00056,0.19849,379,0.01,473,0.034,15.49,0.75,0.02,-97.33333333,0.5,0.0,21.97
474.0 2022-01-21,457.51,1/21/2022,1.17,0.00493,0.00213,0.00427,-0.00952,-0.0001,0.20051,514,0.01,474,0.036,16.49,0.56,0.02,-96.42857143,0.5,0.0,21.97
475.0 2022-01-21,457.51,1/21/2022,1.17,0.0069,0.00246,0.00597,-0.01469,-0.00034,0.21963,822,0.01,475,0.038,17.49,0.42,0.02,-95.23809524,0.5,0.0,21.97
476.0 2022-01-21,457.51,1/21/2022,1.17,0.00627,0.00229,0.00534,-0.01509,0.00056,0.22972,462,0.01,476,0.04,18.49,0.3,0.02,-93.33333333,0.5,0.0,21.97
477.0 2022-01-21,457.51,1/21/2022,1.17,0.00269,0.00108,0.00258,-0.00454,0.0,0.2143,194,0.01,477,0.043,19.49,0.23,0.02,-91.30434783,0.5,0.0,21.97
478.0 2022-01-21,457.51,1/21/2022,1.17,0.00191,0.00098,0.00204,-0.00463,0.00021,0.22372,88,0.01,478,0.045,20.49,0.16,0.01,-93.75,0.5,0.0,21.97
479.0 2022-01-21,457.51,1/21/2022,1.17,0.00215,0.00089,0.00198,-0.0048,5e-05,0.23283,208,0.01,479,0.047,21.49,0.12,0.01,-91.66666667,0.5,0.0,21.97
462.0 2022-01-21,457.49,1/21/2022,1.15,0.17266,0.04621,0.08352,-0.32929,0.00386,0.17192,23013,0.51,462,0.01,4.51,6.0,0.28,-95.33333333,0.5,0.0,22.1
463.0 2022-01-21,457.49,1/21/2022,1.15,0.1243,0.03792,0.06729,-0.24215,0.00309,0.16704,14247,0.33,463,0.012,5.51,5.31,0.2,-96.23352166,0.5,0.0,22.1
464.0 2022-01-21,457.49,1/21/2022,1.15,0.08693,0.02973,0.05175,-0.17047,0.00152,0.16473,12673,0.21,464,0.014,6.51,4.64,0.15,-96.76724138,0.5,0.0,22.1
465.0 2022-01-21,457.49,1/21/2022,1.15,0.05949,0.02241,0.03888,-0.11585,0.00129,0.16238,16133,0.13,465,0.016,7.51,4.04,0.12,-97.02970297,0.5,0.0,22.1
466.0 2022-01-21,457.49,1/21/2022,1.15,0.04006,0.01627,0.02864,-0.07601,0.00067,0.16225,13385,0.08,466,0.019,8.51,3.48,0.08,-97.70114943,0.5,0.0,22.1
467.0 2022-01-21,457.49,1/21/2022,1.15,0.02758,0.01178,0.02069,-0.05097,0.00038,0.16306,9761,0.06,467,0.021,9.51,2.93,0.07,-97.6109215,0.5,0.0,22.1
468.0 2022-01-21,457.49,1/21/2022,1.15,0.01819,0.00833,0.01475,-0.03322,0.00031,0.16419,2939,0.03,468,0.023,10.51,2.44,0.06,-97.54098361,0.5,0.0,22.1
469.0 2022-01-21,457.49,1/21/2022,1.15,0.01307,0.00605,0.01148,-0.02422,0.00032,0.16748,1347,0.03,469,0.025,11.51,1.98,0.05,-97.47474747,0.5,0.0,22.1
470.0 2022-01-21,457.49,1/21/2022,1.15,0.01264,0.00538,0.01018,-0.02362,0.00011,0.17947,6717,0.03,470,0.027,12.51,1.61,0.04,-97.51552795,0.5,0.0,22.1
471.0 2022-01-21,457.49,1/21/2022,1.15,0.00748,0.00363,0.00724,-0.01461,8e-05,0.179,734,0.01,471,0.03,13.51,1.26,0.03,-97.61904762,0.5,0.0,22.1
472.0 2022-01-21,457.49,1/21/2022,1.15,0.00784,0.00326,0.00666,-0.01431,-0.00011,0.18987,902,0.01,472,0.032,14.51,0.97,0.03,-96.90721649,0.5,0.0,22.1
473.0 2022-01-21,457.49,1/21/2022,1.15,0.00561,0.00231,0.00456,-0.00975,-0.00036,0.19116,800,0.01,473,0.034,15.51,0.75,0.02,-97.33333333,0.5,0.0,22.1
474.0 2022-01-21,457.49,1/21/2022,1.15,0.00273,0.00138,0.00309,-0.00532,0.00043,0.18732,673,0.01,474,0.036,16.51,0.56,0.02,-96.42857143,0.5,0.0,22.1
475.0 2022-01-21,457.49,1/21/2022,1.15,0.00233,0.00125,0.0023,-0.00465,0.00014,0.19736,900,0.01,475,0.038,17.51,0.42,0.02,-95.23809524,0.5,0.0,22.1
476.0 2022-01-21,457.49,1/21/2022,1.15,0.00205,0.00114,0.00255,-0.0048,-0.00027,0.20651,480,0.01,476,0.04,18.51,0.3,0.02,-93.33333333,0.5,0.0,22.1
477.0 2022-01-21,457.49,1/21/2022,1.15,0.00287,0.00101,0.00283,-0.00478,0.00042,0.21566,195,0.01,477,0.043,19.51,0.23,0.02,-91.30434783,0.5,0.0,22.1
478.0 2022-01-21,457.49,1/21/2022,1.15,0.00245,0.00101,0.00277,-0.00528,-0.00018,0.22518,90,0.01,478,0.045,20.51,0.16,0.01,-93.75,0.5,0.0,22.1
479.0 2022-01-21,457.49,1/21/2022,1.15,0.00271,0.00087,0.00266,-0.005,-0.00026,0.23421,209,0.01,479,0.047,21.51,0.12,0.01,-91.66666667,0.5,0.0,22.1
462.0 2022-01-21,456.73,1/21/2022,1.12,0.13789,0.04014,0.07197,-0.27237,0.00283,0.17121,25660,0.39,462,0.012,5.27,6.0,0.28,-95.33333333,0.5,0.0,22.14
